,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Discrete,Discrete,Discrete,Discrete,Discrete,Continuous,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction Group,Infraction Group,Infraction Group,Vol,Vol,Vol,Vol,Vol,Vol,Vol,Vol,Vol,Solvabilité,Solvabilité,Solvabilité,Solvabilité,Solvabilité,Solvabilité,Solvabilité,Solvabilité,Contexte,Contexte,Contexte,Contexte,Contexte,Contexte,Contexte,Contexte,Contexte,Contexte
51,Résolu - Total,Déterminé - Date précise ,N,Public,Voie publique,VHL proprio (l'auteur est le propriétaire),Aucune,Négligence / Imprudence,Consommation d'alcool ou de drogue,Non,UT,Sans objet,Unité en patrouille,Patrouilleur,0,Réactif - Flagrant-délit (LCIA),1,Déterminé - Nuit 1 (22-02h00),1,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
41,Non résolu - Auteur non identifié,Déterminé - Date précise ,O,Privé,Habitation individuelle,Inconnu,Aucune,Rationalité,Aucun,Non,UT,Sans objet,Victime appel,Patrouilleur,0,Réactif – Investigation (CILA),1,Déterminé - Matin (07-12h00),1,1,1,1,199,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Privé,Jardin,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Non déterminé - Découverte au matin,1,1,1,1,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
21,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Parking,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Non déterminé - Découverte au matin,1,1,2,1,16,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19,Résolu - Total,Déterminé - Date précise ,N,Public,Voie publique,VHL proprio (l'auteur est le propriétaire),Aucune,Négligence / Imprudence,Consommation d'alcool ou de drogue,Non,UT,Sans objet,Autre administration,Patrouilleur,0,Réactif - Flagrant-délit (LCIA),1,Déterminé - Soir (17-22h00),1,1,2,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
18,Non résolu - Auteur non identifié,Déterminé - Date précise ,O,Public,Voie publique,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Non déterminé - Découverte au matin,1,1,1,1,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
17,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Voie publique,VHL non identifié,Aucune,Rationalité,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Déterminé - Nuit 1 (22-02h00),1,1,1,1,237,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,Non résolu - Auteur non identifié,Non déterminé - Découverte suite à période d'absence,N,Privé,Camping,Aucun,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Patrouilleur,0,Réactif – Investigation (CILA),1,Non déterminé - inconnu,1,1,1,1,28,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,Résolu - Total,Déterminé - Date précise ,N,Public,Bar,Aucun,Pieds / mains,Emotion,Consommation d'alcool ou de drogue,Connaissance,UT,Sans objet,Victime appel,Patrouilleur,0,Réactif - Flagrant-délit (LCIA),1,Déterminé - Nuit 1 (22-02h00),1,1,4,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
14,Résolu - Total,Déterminé - Date précise ,N,Public,Parking,VHL proprio (l'auteur est le propriétaire),Aucune,Négligence / Imprudence,Consommation d'alcool ou de drogue,Non,UT,Sans objet,Unité en patrouille,Patrouilleur,0,Réactif - Flagrant-délit (LCIA),1,Déterminé - Nuit 1 (22-02h00),1,1,1,1,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
13,Résolu - Total,Déterminé - Date précise ,N,Privé,Habitation individuelle,VHL non identifié,Aucune,Emotion,Consommation d'alcool ou de drogue,Membre famille,UT,Sans objet,Victime appel,Patrouilleur,0,Réactif - Auto-résolution (CILA),2,Déterminé - Soir (17-22h00),1,1,2,2,10,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
12,Résolu - Total,Déterminé - Date précise ,N,Public,Distributeur automatique de billets,VHL proprio (l'auteur est le propriétaire),Aucune,Rationalité,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Déterminé - Matin (07-12h00),1,1,3,1,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,Non résolu - Auteur non identifié,Déterminé - Date précise ,O,Privé,Habitation individuelle,Inconnu,Aucune,Rationalité,Aucun,Non,UT,Sans objet,Victime appel,Patrouilleur,0,Réactif – Investigation (CILA),1,Non déterminé - Découverte fin de journée,1,1,1,1,270,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
10,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Privé,Entrepôt,VHL non identifié,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime appel,Patrouilleur,0,Réactif – Investigation (CILA),1,Non déterminé - Découverte au matin,1,1,1,1,235,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,Résolu - Total,Déterminé - Date précise ,N,Public,Voie publique,VHL proprio (l'auteur est le propriétaire),Aucune,Négligence / Imprudence,Un trafic de stupéfiants,Non,UT,Sans objet,Unité en patrouille,Patrouilleur,0,Réactif - Flagrant-délit (LCIA),1,Déterminé - Après-midi (12-17h00),1,1,5,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
